Drug,Phenotype,Disease,drug_relation,drug_display_relation,phenotype_relation,phenotype_display_relation
posaconazole,serpiginous cutaneous lesion,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,annular cutaneous lesion,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,hyperparakeratosis,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,hyperkeratotic papule,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,atypical scarring of skin,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,hypopigmented skin patches,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,recurrent bacterial infections,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,abnormality of the upper limb,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,vascular skin abnormality,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,lymphangiectasis,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,abnormal oral cavity morphology,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,keratitis,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,keratoconjunctivitis sicca,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,abnormal lung morphology,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,immunodeficiency,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,osteolysis,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,squamous cell carcinoma,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,multiple cutaneous malignancies,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,facial shape deformation,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
posaconazole,eyelid retraction,chromomycosis,indication,indication,disease_phenotype_positive,phenotype present
cefepime,abnormal saccadic eye movements,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,ataxia,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,myoclonus,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,sleep disturbance,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,opsoclonus,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,behavioral abnormality,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,irritability,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,vertigo,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,neuroblastoma,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,limb myoclonus,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,cognitive impairment,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,encephalopathy,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,rigidity,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,breast carcinoma,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,ovarian teratoma,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,autoimmune antibody positivity,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,small cell lung carcinoma,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,chronic infection,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
cefepime,neoplasm of the lung,opsoclonus-myoclonus syndrome,contraindication,contraindication,disease_phenotype_positive,phenotype present
porfimer sodium,squamous cell carcinoma,esophageal cancer,indication,indication,disease_phenotype_positive,phenotype present
porfimer sodium,somatic mutation,esophageal cancer,indication,indication,disease_phenotype_positive,phenotype present
fluorouracil,squamous cell carcinoma,esophageal cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
fluorouracil,somatic mutation,esophageal cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
docetaxel,squamous cell carcinoma,esophageal cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
docetaxel,somatic mutation,esophageal cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
paclitaxel,squamous cell carcinoma,esophageal cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
paclitaxel,somatic mutation,esophageal cancer,off-label use,off-label use,disease_phenotype_positive,phenotype present
cabozantinib,papillary renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
cabozantinib,clear cell renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
cabozantinib,renal neoplasm,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
sunitinib,papillary renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
sunitinib,clear cell renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
sunitinib,renal neoplasm,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
sirolimus,papillary renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
sirolimus,clear cell renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
sirolimus,renal neoplasm,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
tivozanib,papillary renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
tivozanib,clear cell renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
tivozanib,renal neoplasm,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
pazopanib,papillary renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
pazopanib,clear cell renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
pazopanib,renal neoplasm,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
lenvatinib,papillary renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
lenvatinib,clear cell renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
lenvatinib,renal neoplasm,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
axitinib,papillary renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
axitinib,clear cell renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
axitinib,renal neoplasm,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
sorafenib,papillary renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
sorafenib,clear cell renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
sorafenib,renal neoplasm,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
temsirolimus,papillary renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
temsirolimus,clear cell renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
temsirolimus,renal neoplasm,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
everolimus,papillary renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
everolimus,clear cell renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
everolimus,renal neoplasm,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
triethylenetetramine,papillary renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
triethylenetetramine,clear cell renal cell carcinoma,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
triethylenetetramine,renal neoplasm,renal cell carcinoma (disease),indication,indication,disease_phenotype_positive,phenotype present
phylloquinone,abnormality of the cervical spine,cervical cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
phylloquinone,somatic mutation,cervical cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
levonorgestrel,abnormality of the cervical spine,cervical cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
levonorgestrel,somatic mutation,cervical cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
mestranol,abnormality of the cervical spine,cervical cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
mestranol,somatic mutation,cervical cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
norethisterone,abnormality of the cervical spine,cervical cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
norethisterone,somatic mutation,cervical cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
cholecalciferol,abnormality of the cervical spine,cervical cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
cholecalciferol,somatic mutation,cervical cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
ethinylestradiol,abnormality of the cervical spine,cervical cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
ethinylestradiol,somatic mutation,cervical cancer,contraindication,contraindication,disease_phenotype_positive,phenotype present
